Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Gleichbehandlung von Suchterkrankungen und psychischen Erkrankungen gemäss einem Urteil des Bundesgerichts, Auswirkungen für die Stadt betreffend Überführung suchtkranker Personen von der wirtschaftlichen Sozialhilfe in die Invalidenversicherung sowie auf die Sozialen Dienste und den Bereich Ergänzungsleistungen",Schriftliche Anfrage,66600848b80a4b5796833c09bbc1ec77,2020-10-21T00:00:00.000,Mélissa Dufournet,FDP,Guy Krayenbühl,GLP,Abgeschlossen,,
"Entscheid des kantonalen Steuerrekursgerichts zur steuerlichen Bewertung von Liegenschaften, Schätzung der Steuerausfälle für die Stadt als Folge der zu tief bewerteten Liegenschaften und mögliche Auswirkungen einer höheren Bewertung sowie allfällige Rückerstattung der Mehreinnahmen aus den Vermögenssteuern an die Bevölkerung",Schriftliche Anfrage,edc71e81bdf7464698239abc5366ccfd,2020-10-21T00:00:00.000,Markus Merki,GLP,Markus Baumann,GLP,Abgeschlossen,,
"Ausstoss von Treibhausgasen aufgrund der Bautätigkeit, Einbezug der Thematik zur Erreichung der Klimaziele und Pilotprojekte für den Verzicht auf traditionellen Beton bei städtischen Bauprojekten sowie mögliche Berücksichtigung alternativer Baustoffe in der Planung, bei Ausschreibungen und Wettbewerben",Interpellation,c418d538209c422db1689943921c4c80,2020-10-21T00:00:00.000,Florian Blättler,SP,Christian Monn,GLP,Abgeschlossen,,
"Standplätze für gemeinnützige Bootsharing-Organisationen des Segelsports, Angaben betreffend berücksichtigte Organisationen, Anzahl Standplätze, Zuteilungskriterien und vom Kanton bewilligte Kontingente für gewerbliche Nutzungen, Vereine und Bootsharing-Organisationen und Gründe für die Beschränkung dieser Kontingente sowie Ergebnisse der Standplatzkontrollen",Schriftliche Anfrage,fae3e77f796f451fa61d02956d714bc0,2020-10-28T00:00:00.000,Florian Blättler,SP,Christian Monn,GLP,Abgeschlossen,,
"Bau von Energieinfrastrukturanlagen in den Verdichtungsgebieten der Quartiere Wiedikon-Sihlfeld-Triemli, Überlegungen betreffend einer ökologisch-ökonomischen sowie sozial verträglichen Energieversorgung, Szenarien für eine Energieversorgung aus nicht fossilen Energieträgern sowie Bedeutung der freien Grünfläche der Stadtgärtnerei im Zusammenhang mit einer zentralen Energieversorgung",Schriftliche Anfrage,88f36393bbaf48de9694b557a879da3b,2020-11-18T00:00:00.000,Ronny Siev,GLP,Markus Baumann,GLP,Abgeschlossen,,
Ökologisch sinnvolle Umrüstung der Trolleybusse auf Akku-Betrieb und Schnelllader,Postulat,2d8d76b413b94808a493ab51b769ed08,2020-11-18T00:00:00.000,Urs Helfenstein,SP,Sven Sobernheim,GLP,Abgeschlossen,Ablehnung,Ablehnung
"Entwicklungsleitbild für das Gebiet Lätten in Adliswil, Beurteilung des Leitbilds, des Verwendungszecks für das städtische Grundstück, der Entwicklung des Verkehrsaufkommens und der Erschliessungskosten sowie Einfluss der Entwicklung im Lätten auf die Planung der Grundstücke in der Sunau in Adliswil",Schriftliche Anfrage,62016679279c4c94a0e4ead26af63548,2020-12-16T00:00:00.000,Guy Krayenbühl,GLP,Gabriele Kisker,Grüne,Abgeschlossen,,
"Elektroladestationen bei städtischen Liegenschaften, Zahlen zu den Parkplätzen mit Elektroanschluss in den Tiefgaragen und Liegenschaften der Stadt und Anzahl Gesuche bei der Liegenschaftenverwaltung sowie Strategie betreffend Ausrüstung der Parkplätze mit Elektroladestationen",Schriftliche Anfrage,68731b25ce2a4fcaaea5afd5599d6f73,2020-12-16T00:00:00.000,Sven Sobernheim,GLP,Ann-Catherine Nabholz,GLP,Abgeschlossen,,
Schaffung zusätzlicher Räume mit erhöhter Aufenthaltsqualität am Limmatufer zwischen der Rathausbrücke und dem Drahtschmidlisteg,Postulat,9c195b5793454af39d6ae42e577e9c28,2021-01-13T00:00:00.000,Severin Meier,SP,Guy Krayenbühl,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Betrieb der zwei städtischen Datacenter durch OIZ, Bilanz des Betriebs betreffend prognostiziertem und tatsächlich erreichtem PUE Wert (Power Usage Effectiveness), Kapazitäten in Fläche und Leistungsdichte, Aufhebung der dezentralen Standorte, Kosten und Kosten-Nutzen-Verhältnis des Eigenbetriebs sowie weitere Strategie für die beiden Standorte",Schriftliche Anfrage,5bcdaf1b829a41b593d58405aa08b485,2021-01-13T00:00:00.000,Sven Sobernheim,GLP,Barbara Wiesmann,SP,Abgeschlossen,,
Anpassung der Ernährungsrichtlinien für die Verpflegung an den Schulen hinsichtlich einer Senkung des CO2-Ausstosses,Postulat,60e18fd796894933a9057fdf54d08a55,2021-01-27T00:00:00.000,Selina Walgis,Grüne,Nicolas Cavalli,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Stadtmagazin unter vbzonline, Anzahl Zugriffe auf das Portal und auf die redaktionellen Beiträge, Angaben über die Kosten, die bisherige Entwicklung und die Zielgruppe sowie Hintergründe zum Betrieb des Portals und zur möglichen Weiterentwicklung",Schriftliche Anfrage,eaa9f4e6051d40c1a4d4ea5120b32051,2021-02-03T00:00:00.000,Sven Sobernheim,GLP,,,Abgeschlossen,,
Abgabe auf dem Energieträger Gas analog der Verordnung über gemeinwirtschaftliche Leistungen des ewz,Motion,ccc2b28b430f4cd086be033509e252b5,2021-02-03T00:00:00.000,Markus Kunz,Grüne,Beat Oberholzer,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Studie betreffend Folgekosten bei Nichtumsetzung der in der Fachplanung Hitzeminderung vorgesehenen Handlungsansätze und Massnahmen,Postulat,d87a48bdf16c402791e2f9e977b7eea0,2021-02-10T00:00:00.000,Martina Novak,GLP,Marion Schmid,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Überarbeitung der Netzentwicklungsstrategie der VBZ mit besonderem Fokus auf die Verdichtungsgebiete gemäss kommunalem Richtplan,Postulat,650174119ac64c59b7a67240db950d33,2021-03-03T00:00:00.000,Ann-Catherine Nabholz,GLP,Sven Sobernheim,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Pflegezentrum Bachwiesen, Ausweisung eines angemessenen Anteils der Anlagekosten für eine ökologisch wertvolle Umgebungsplanung",Postulat,9e80cd60a8284aad91235f4b86eb99dd,2021-03-03T00:00:00.000,Nicolas Cavalli,GLP,Martina Novak,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Naturnahe Nutzung des Areals der Schiessanlage Probstei,Postulat,2323cebf03e5401b81174738c5b23a0b,2021-03-10T00:00:00.000,Christian Monn,GLP,Judith Boppart,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Darstellung der Geschichte des Pfauens und der aufgenommenen Kunstschaffenden vor und während des 2. Weltkriegs,Postulat,f10e12b09fde4420ae3a3a8541836faf,2021-04-21T00:00:00.000,Yasmine Bourgeois,FDP,Ronny Siev,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Verzicht auf die Entfernung der Inschriften «zum Mohrenkopf» und «zum Mohrentanz» und Kontextualisierung der Inschriften anhand einer Infotafel oder eines QR-Codes,Postulat,e4e72abcfc7c49e48d211434b05fb362,2021-04-21T00:00:00.000,Stefan Urech,SVP,Shaibal Roy,GLP,Abgeschlossen,Ablehnung,Ablehnung
"Erstellung von Wohnraum an lärmexponierten Lagen, Entwicklung der stark störenden industriell-gewerblichen Nutzungen und Bewährung der speziellen Zonen gemäss BZO sowie Angaben zu den mässig störenden Betrieben und deren Verbreitung und Einfluss in den Wohnzonen",Schriftliche Anfrage,8cb1ab29b728406493c946127ea55f86,2021-05-26T00:00:00.000,Christian Monn,GLP,Nicolas Cavalli,GLP,Abgeschlossen,,
Zulassung von Ausländerinnen und Ausländern mit einer C-Bewilligung für die Tätigkeit als bewaffnete Polizistinnen und Polizisten,Postulat,39b65964a9084306a9f07aba0ee59267,2021-06-09T00:00:00.000,Shaibal Roy,GLP,Marcel Bührig,Grüne,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Antisemitische Kundgebungen auf der Gemüsebrücke, Beurteilung der Kundgebungen, Einfluss auf die Sicherheit der jüdischen Bevölkerung und Mittel zur Unterbindung solcher Parolen und Transparente sowie Möglichkeiten zur Verhinderung solcher Demonstrationen",Schriftliche Anfrage,cf518f4b080943e591af1bb3a5fff522,2021-06-23T00:00:00.000,Ronny Siev,GLP,Roger Bartholdi,SVP,Abgeschlossen,,
"Epidemiologische und sicherheitspolitische Herausforderungen im Zusammenhang mit dem zunehmenden Nachtleben, Auswirkungen einer längeren Bewirtschaftung der Aussenterrassen auf Konflikte in den Ausgehquartieren, Verpflichtungen für die Durchführung von Partys im Aussenbereich und Bedingungen für eine Bewirtung der Aussengastronomie bis nach 24 Uhr sowie Unterstützung von Gastronomiebetrieben ohne eigene Aussenfläche",Schriftliche Anfrage,de965f4087c84e3c928ba76ed09234b0,2021-06-23T00:00:00.000,Beat Oberholzer,GLP,Marco Denoth,SP,Abgeschlossen,,
Vollständige Deckung des Gasbedarfs der Stadt und ihrer Institutionen durch Biogas,Postulat,cf54a2d4caf744d29e99434c17d09de5,2021-08-25T00:00:00.000,Guido Hüni,GLP,Sebastian Vogel,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Gewalt gegen Mitarbeitende von Blaulichtorganisationen, Vorfälle aufgeschlüsselt nach Organisationen, Ausrüstung und Dienstanweisungen zu dieser Problematik, Einbezug der Polizei sowie Änderungen hinsichtlich der neuen Standorte",Schriftliche Anfrage,729ba9f00f8a45328722647407809ffe,2021-09-08T00:00:00.000,Sven Sobernheim,GLP,,,Abgeschlossen,,
Einführung einer Tagesschule in Witikon bis spätestens im August 2028,Postulat,3f849f83fd3147ff88d79f945562e23e,2021-09-29T00:00:00.000,Balz Bürgisser,Grüne,Ann-Catherine Nabholz,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Nutzung des bisherigen Büroraums der Kreisschulbehörde Waidberg als Wohnraum,Postulat,4e1f2a69515841bfb4bf440899cfcd3a,2021-11-10T00:00:00.000,Ronny Siev,GLP,Sven Sobernheim,GLP,Abgeschlossen,Ablehnung,Ablehnung
"Projekt «Brings uf d'Strass!», Kriterien für die Festlegung der initialen Strassen, Schaffung zusätzlicher Grünräume, Hintergründe zur Umfrage, Kosten-Nutzen-Verhältnis, Einbezug der Anwohnenden, der Gewerbetreibenden und des Quartiervereins sowie mögliche Flexibilisierung künftiger Sperrungen",Schriftliche Anfrage,37eb179007de4686b9bb0b93f991e9d2,2021-11-24T00:00:00.000,Nicolas Cavalli,GLP,Elisabeth Schoch,FDP,Abgeschlossen,,
Rahmenkredit für Pilotversuche von Asphaltkollektoren zur Wärmeproduktion,Motion,24da9276dc184be6bcdcc19f8ca10dc4,2021-12-08T00:00:00.000,Markus Merki,GLP,Peter Anderegg,EVP,Abgeschlossen,Umwandlung in Postulat,Überweisung
Instandsetzung des Wegs durch den Buhnwald zwischen der Seebacherstrasse und der Schulanlage Buhn und Installation einer Beleuchtung,Postulat,3fae05efd4d749c3b16b325412b50982,2021-12-08T00:00:00.000,Markus Merki,GLP,Maleica Landolt,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Gewährleistung einer sicheren Stromversorgung, Massnahmen des ewz zur Stärkung der Stromversorgungssicherheit, Potenzial der Windkraft und von 
Windkraftanlagen im Kanton, Möglichkeiten für die Beschleunigung der Bewilligungsverfahren und Instrumente für die Förderung lokaler Anlagen",Schriftliche Anfrage,b51298c8c0a64bc98c672c888ea9008c,2021-12-15T00:00:00.000,Martina Novak,GLP,Beat Oberholzer,GLP,Abgeschlossen,,
Pilotprojekt für die Internalisierung der externen Kosten des motorisierten Individualverkehrs mittels einer City-Maut,Einzelinitiative,ee393de115c14d809f1bd78208f0c8cf,2022-01-04T00:00:00.000,Serap Kahriman,GLP,,,Abgeschlossen,,
"Aufwertung des Römerhofplatzes, Hintergründe zur Bewilligung und Platzierung des Selecta-Automaten auch unter den Aspekten der Fussverkehrssicherheit und der Konkurrenzierung weiterer Angebote",Schriftliche Anfrage,65fbd6894ae84dd7bb2e1668a0a54789,2022-01-05T00:00:00.000,Ann-Catherine Nabholz,GLP,Mischa Schiwow,AL,Abgeschlossen,,
"Fussball-Europameisterschaft der Frauen 2025, Unterstützung der Bewerbung",Postulat,b9f655a4e34348c698237329efbf9829,2022-01-05T00:00:00.000,Isabel Garcia,FDP,Markus Merki,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Verlängerung des Pilotprojekts Pikmi sowie Ausdehnung auf weitere Stadtgebiete und das Nachtnetz,Postulat,0ae0a2202b7d4547b9c721c14e219f23,2022-01-12T00:00:00.000,Beat Oberholzer,GLP,Pascal Lamprecht,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Realisierung der klimaoptimierten Oberflächen im Rahmen der Tiefbauarbeiten für den Ausbau der thermischen Netze,Postulat,1cc56afc91d0460f8df7dfc144565ab4,2022-01-26T00:00:00.000,Markus Knauss,Grüne,Sven Sobernheim,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Vergabe von Betriebsbeiträgen an Kulturinstitutionen, Verknüpfung mit einem klar definierten Leistungsauftrag",Postulat,dd101bb347ec47618f753302670933ef,2022-02-02T00:00:00.000,Simone Hofer Frei,GLP,Isabel Garcia,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Schulanlage Letzi, stärkerer Einbezug des bestehenden, bebauten Bereichs in die Neubauplanung",Postulat,65125ecb602e473bb9a5c46280ece086,2022-03-02T00:00:00.000,Christian Monn,GLP,Marco Denoth,SP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Gratisplakatierung vor den Wahlen, Kriterien für die Auswahl der Wahlkreise und Standorte, Gründe für die Nichtberücksichtigung des Wahlkreises 12, Sicherstellung einer gerechteren Aufteilung auf die Parteien und Berücksichtigung der Bevölkerungsentwicklung",Interpellation,18c58ecbecf448d9bc9cf2d3091ebfba,2022-03-16T00:00:00.000,Christian Monn,GLP,Felix Moser,Grüne,Abgeschlossen,,
Einrichtung einer zeitlich begrenzten Anlaufstelle für die Anerkennung einer ausländischen Ausbildung für Personen mit Schutzstatus S,Postulat,cb962e6b01f24e9f90e9b5836369afa3,2022-03-23T00:00:00.000,Markus Baumann,GLP,Isabel Garcia,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Zeitlich begrenzte berufliche und schulische Ausbildungsmassnahmen für junge Menschen bis 25 Jahre mit Schutzstatus S,Postulat,43757a4ef6b443c889b4e8084e1d9b96,2022-03-23T00:00:00.000,Markus Baumann,GLP,Isabel Garcia,FDP,Abgeschlossen,Ablehnung,Ablehnung
"Errichtung einer Jobplattform für Personen mit Status S in Zusammenarbeit mit privaten Arbeitsvermittlungsfirmen, dem RAV, der AOZ oder Arbeitgebern",Postulat,7d636a5a9ab24f0ab9815fbae3a72621,2022-03-23T00:00:00.000,Guy Krayenbühl,GLP,Sven Sobernheim,GLP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Fehlende Krankentaggeldversicherung, Gründe für die fehlende Versicherung und damit verbundene Vor- und Nachteile, Einzelheiten zur Regelung der Lohnfortzahlung und Erwägungen zum Abschluss einer Versicherung sowie Volumen der ausbezahlten Taggelder durch die Unfallversicherung während der Pandemie",Schriftliche Anfrage,fa7aa656c6604a33aa1e253324651503,2022-04-06T00:00:00.000,Nicolas Cavalli,GLP,Sven Sobernheim,GLP,Abgeschlossen,,
"Kommunaler Richtplan Verkehr, digitales Monitoring über den Umsetzungsstand der raumplanerischen Ziele, Massnahmen und Erkenntnisse",Postulat,212c7989b681414fb5a1672f2609f1c5,2022-04-13T00:00:00.000,Marco Denoth,SP,Ann-Catherine Nabholz,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Kommunaler Richtplan Siedlung, Landschaft, öffentliche Bauten und Anlagen, digitales Monitoring über den Umsetzungsstand der raumplanerischen Ziele, Massnahmen und Erkenntnisse",Postulat,5a9d1722ad574ef7a44495afa2328cdc,2022-04-13T00:00:00.000,Ann-Catherine Nabholz,GLP,Marco Denoth,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Öffnung der Brücke Birchstrasse für den motorisierten Privatverkehr zur Quartiererschliessung und Installation einer Lichtsignalanlage auf den Zeitpunkt der Schliessung des Bahnübergangs in Seebach,Postulat,62d71168b16243b3bb5fe4cd21570fbe,2022-04-13T00:00:00.000,Stephan Iten,SVP,Markus Merki,GLP,Abgeschlossen,Ablehnung,Ablehnung
"Studie zur Verschreibung von Neuroleptika in Alters- und Pflegeheimen, Relevanz der Ergebnisse für die Gesundheitszentren für das Alter, Ausmass der Verabreichung und ergriffene Massnahmen",Schriftliche Anfrage,002766dccd9d44dba62482b9be2a0122,2022-05-18T00:00:00.000,Patrick Hässig,GLP,Julia Hofstetter,Grüne,Abgeschlossen,,
Ausbildungsoffensive der städtischen Betriebe ewz und Energie 360° zur Entschärfung des Fachkräftemangels,Postulat,809111a2070244cf960a7d4ac6b762bd,2022-06-08T00:00:00.000,Dominik Waser,Grüne,Carla Reinhard,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Entfernung des Selecta-Automats am Römerhof,Postulat,7485eaa9a7c74a469af567effa1b913a,2022-06-08T00:00:00.000,Mischa Schiwow,AL,Ann-Catherine Nabholz,GLP,Abgeschlossen,Rückzug,Rückzug
Ladestationen für Elektrotaxis an bereits bestehenden Taxistandplätzen,Postulat,a3d5df85d0954576a2553deebf8b17da,2022-06-22T00:00:00.000,Patrick Hässig,GLP,Severin Meier,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Rahmenkredit für eine gesteigerte Stromproduktion aus Wasserkraft durch das ewz,Motion,c5573aef793a4140bbc90b06a7ed15f3,2022-06-29T00:00:00.000,Ronny Siev,GLP,Jehuda Spielman,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Erschliessung des Gebiets Eierbrecht durch den öffentlichen Verkehr,Postulat,499cdd979b5540fa84ca6f8d9b4c10a8,2022-07-06T00:00:00.000,Balz Bürgisser,Grüne,Ann-Catherine Nabholz,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Sicherheit von besonders gefährdeten Minderheiten, Höhe, Entwicklung und Prognose der Kosten sowie Umfang der finanziellen Beteiligung der Stadt an den betrieblichen Kosten und an den kantonalen Beiträgen",Schriftliche Anfrage,a53ed93daf4c4c0c9219dc22030938d4,2022-07-06T00:00:00.000,Ronny Siev,GLP,Marcel Tobler,SP,Abgeschlossen,,
"Flexible Betreuungsangebote, Schätzung des Bedarfs und der Nachfrage, Anbieter flexibler Betreuungsarrangements, Möglichkeiten für ein städtisches Pilotprojekt sowie spezifische Überlegungen für eine Kinderbetreuung zwecks Stärkung des Parlamentsbetriebs",Schriftliche Anfrage,1e48106f4f174f2483197d65b01b1f0b,2022-07-06T00:00:00.000,Nicole Giger,SP,Ann-Catherine Nabholz,GLP,Abgeschlossen,,
"Hitzeminderung durch Bepflanzung von Strecken des öffentlichen Verkehrs, Anteil an begrünten Tramtrassees, Kriterien und Strategie für eine Begrünung sowie mögliche intensive oder extensive Bepflanzungen",Schriftliche Anfrage,ddae5621576e43d29512a6254017f0ac,2022-07-06T00:00:00.000,Carla Reinhard,GLP,Serap Kahriman,GLP,Abgeschlossen,,
"Planung weiterer Verkehrskreisel, Vorteile einer doppelten Infrastruktur in Kombination mit einer Lichtsignalanlage (LSA) oder einem Pförtnersystem, Vor- und Nachteile der bestehenden Kreisel, Massnahmen für Velofahrende und attraktivere Gestaltung für den Fussverkehr",Schriftliche Anfrage,dc6f8a88d5cf4052beee8ad2b5e2a6c7,2022-07-06T00:00:00.000,Sven Sobernheim,GLP,Marco Denoth,SP,Abgeschlossen,,
Anrechnung der eingebrachten städtischen ewz-Förderbeiträge zur Elektrifizierung der VBZ-Busflotte bei zukünftigen Finanzierungen von ÖV-Dekarbonisierungsmassnahmen des ZVV,Postulat,664dba830b7a4ab4a060ca449ca58caa,2022-07-06T00:00:00.000,Carla Reinhard,GLP,Beat Oberholzer,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Entlastung der Bucheggstrasse zwischen Bucheggplatz und Wehntalerstrasse vom Durchgangsverkehr durch eine Untertunnelung,Motion,b5aeb6a5bbdd46ce806ce52cd75ca34d,2022-07-13T00:00:00.000,Sebastian Vogel,FDP,Ronny Siev,GLP,Abgeschlossen,Ablehnung,Ablehnung
Entwicklung und Stärkung niederschwelliger Angebote in den Quartieren im Bereich Lastentransporte,Postulat,1ef36acffec448dbbd6e7c5cf11220bd,2022-07-13T00:00:00.000,Anna Graff,SP,Selina Frey,GLP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
"Entwicklung von IT-Applikationen im Rahmen der Digitalisierung, Zunahme der Applikationen pro Jahr und Departement, Kriterien für eine Betrachtung der Wirtschaftlichkeit und Validierung der Vorteile und Einsparungen",Interpellation,88f8da3e36b34a86a4a2cc15cae54577,2022-07-13T00:00:00.000,Flurin Capaul,FDP,Selina Frey,GLP,Abgeschlossen,,
"Sammlung von Personendaten, Datenbanken der städtischen Behörden, Zweck der Informationssysteme und Verknüpfung der Datenbanken, Schutz gegen unrechtmässige Zugriffe, Unterschiede zwischen Personen mit und ohne Schweizer Pass sowie Speicherung der Daten und Einsichtsrechte der betroffenen Personen und der Behörden",Schriftliche Anfrage,2a02310f934b40bb9fbd731e7f6ba3eb,2022-07-13T00:00:00.000,Serap Kahriman,GLP,Sanija Ameti,GLP,Abgeschlossen,,
"Pikettentschädigung für Hebammen, die in eigener fachlicher Verantwortung Wöchnerinnen betreuen",Postulat,4df3b8e2b7d24d42bea89d728b151bd3,2022-07-13T00:00:00.000,Florine Angele,GLP,Tanja Maag Sturzenegger,AL,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Beschränkung der Höhe des neuen Seerestaurants auf die Gebäudehöhe des zu ersetzenden Kiosks,Postulat,4aa6483a751246bf82322deee20d3185,2022-07-13T00:00:00.000,Ann-Catherine Nabholz,GLP,Selina Frey,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Dachsanierung Schulschwimmbad Buhn, Zuständigkeit für die Gestaltung der Aussenraumfläche des Schulhauses, Berücksichtigung der Fachplanung Hitzeminderung, Option einer Dachbegrünung, Grundsätze für die Gestaltung solcher Flächen und Abläufe für die Planung eines Spielplatzes",Schriftliche Anfrage,d343540869354165b64b88d3eb7bb492,2022-08-24T00:00:00.000,Serap Kahriman,GLP,Matthias Probst,Grüne,Abgeschlossen,,
Rahmenkredit für Pilotversuche von Asphaltkollektoren zur Wärmeproduktion,Postulat,5bfd7f675ea844088b335af94e2b0efb,2022-08-24T00:00:00.000,Markus Merki,GLP,Peter Anderegg,EVP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Erhöhung und Kommunikation der Transportkapazitäten für Kinderwagen und Rollstühle in den Verkehrsmitteln zum Zoo,Postulat,2228247fca594fa183780302815af922,2022-08-31T00:00:00.000,Ivo Bieri,SP,Ann-Catherine Nabholz,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Ermöglichung von Höhenfeuern am Schweizer Bundesfeiertag auch bei starker Trockenheit,Postulat,d4b5b06e6ab74476ab7c143a4a3eee3e,2022-08-31T00:00:00.000,Stephan Iten,SVP,Sven Sobernheim,GLP,Abgeschlossen,Ablehnung,Ablehnung
Massnahmenpaket für das Abstellen der E-Scooters zur Verhinderung von Konflikten mit zu Fuss Gehenden oder mobilitätseingeschränkten Menschen,Postulat,176c568b58c1429f9b5c807a9c8d10e2,2022-09-14T00:00:00.000,Islam Alijaj,SP,Carla Reinhard,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Prüfung der Aktivitäten rund um die Digitalisierung hinsichtlich der Interoperabilität zwischen den verschiedenen Staatsebenen sowie konsequente Umsetzung des Open Data First-Prinzips,Postulat,49b43293b4b64af7b99be1a9f5773c6d,2022-09-14T00:00:00.000,Selina Frey,GLP,Flurin Capaul,FDP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Anpassung der Zuständigkeiten im Rahmen des Mitwirkungsverfahrens gemäss Strassengesetz (StrG),Postulat,3a40c4f31a1b4ae39e7a5d535dd35ff8,2022-09-21T00:00:00.000,Sven Sobernheim,GLP,Carla Reinhard,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Veröffentlichung der gemäss Strassengesetz (StrG) aufgelegten Projektpläne unter einer freien Lizenz,Postulat,8b6b52b7bfc544f9ac1cdb06cf4f2312,2022-09-21T00:00:00.000,Carla Reinhard,GLP,Sven Sobernheim,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Machbarkeitsstudie zur Entflechtung des motorisierten und nicht-motorisierten Individualverkehrs und den zu Fuss Gehenden um die Tramstation Balgrist,Postulat,d566aa8061004d74b179f8a33dd89cf8,2022-09-28T00:00:00.000,Mischa Schiwow,AL,Ann-Catherine Nabholz,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
Verbleib des Schulpsychologischen Dienstes Schwamendingen an möglichst zentraler Lage im Quartier,Postulat,ed5e084d920b43ba84fb717eb58df941,2022-10-05T00:00:00.000,Dafi Muharemi,SP,Christian Monn,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Gender Mainstreaming beim Bau des Velotunnels, Auflistung der Sicherheitsanlagen, Massnahmen zur Stärkung des Sicherheitsgefühls, gendersensible Planungsschwächen und Erfahrungen sowie berücksichtigte Planungsrichtlinien",Schriftliche Anfrage,59dd90a484eb4b6e9e9c5a7ab4cc7124,2022-11-02T00:00:00.000,Carla Reinhard,GLP,Serap Kahriman,GLP,Abgeschlossen,,
Realisierung eines digitalen und dynamischen Velo-Parkleitsystems für die städtischen Velostationen,Postulat,b8dc767f477f4b3184489bff255f9829,2022-11-09T00:00:00.000,Serap Kahriman,GLP,Anna Graff,SP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Anstieg der Jugendkriminalität und -gewalt, statistische Angaben zu den Verzeigungen, Gewaltdelikten, Strafen und Einstellungsverfügungen, Beurteilung der Zunahme und der Anzahl geschlossener Unterbringungsformen sowie präventive Massnahmen",Schriftliche Anfrage,a94406c647f84567a27f173107b01bc8,2022-11-09T00:00:00.000,Patrick Hässig,GLP,Alan David Sangines,SP,Abgeschlossen,,
Luftqualitätsoffensive in den städtischen Gebäuden zum Schutz der Bevölkerung und der Mitarbeitenden vor aerosolübertragenen Infektionskrankheiten,Postulat,eb537fca80424bf1b5b533e4e389d66a,2022-11-16T00:00:00.000,Anna Graff,SP,Christian Monn,GLP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Verbesserung der Situation am Fischerweg betreffend zu Fuss Gehenden und Velos mit kurzfristigen Überbrückungsmassnahmen,Postulat,91a71e2e0cd649f6a24dd8479e5e52e9,2022-11-16T00:00:00.000,Selina Frey,GLP,Serap Kahriman,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Zonenplanänderung Hasenrain, Erhalt einer angemessenen Anzahl Parkplätze für Menschen mit Mobilitätseinschränkungen",Postulat,1c1f7794eb114a06af5747c75ce60a7a,2022-11-16T00:00:00.000,Islam Alijaj,SP,Selina Frey,GLP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
