Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
Sofortige und vollständige Auszahlung der Abfederungsbeiträge an die nicht berücksichtigten Institutionen im Rahmen der Konzeptförderung Tanz und Theater,Postulat,1a471e146fa64e53b5a806483a669e6f,2023-08-23T00:00:00.000,Flurin Capaul,FDP,Yasmine Bourgeois,FDP,InBearbeitung,,
"Einsatz von Microsoft Office 365, Anzahl Tenants in der Verwaltung, Hintergründe zu den Lizenztypen, lizenzierte Applikationen pro Lizenztyp, Praxis betreffend geloggter Zugriffe und Angaben zum Verrechnungsmodell sowie Gewährleistung des Datenschutzes",Schriftliche Anfrage,2540e4419ed44e17b450033573ed43ac,2023-08-30T00:00:00.000,Flurin Capaul,FDP,Urs Riklin,Grüne,Abgeschlossen,,
"Ausbau des Bahnhofs Stadelhofen, Einbindung der Stadt in die Planung, Routen für die Bauplätze und den Aushub sowie Lärmbelastung für die Quartiere und Minimierung der Nachtarbeiten",Schriftliche Anfrage,4404bea2764e4547ba38f628a55978f2,2023-09-06T00:00:00.000,Flurin Capaul,FDP,Claudio Zihlmann,FDP,Abgeschlossen,,
"Initiative «Race to Zero» des World Economic Forum (WEF), Motivation zur Teilnahme an der Initiative, Kostenfolgen, geplante Umsetzungsschritte bis 2030, rechtliche Voraussetzungen und Einbezug des Gemeinderats sowie Konsequenzen bei Nichterreichung der Ziele",Schriftliche Anfrage,8b4e05f4faa7403d8f05c34d9fae1cc7,2023-09-13T00:00:00.000,Deborah Wettstein,FDP,Përparim Avdili,FDP,Abgeschlossen,,
Flexible Nutzung von Büroräumlichkeiten zu Wohnzwecken,Postulat,95459311c22f42a98a183af40a643142,2023-09-13T00:00:00.000,Flurin Capaul,FDP,Hans Dellenbach,FDP,InBearbeitung,,
"Planung neuer Schulanlagen, Einhaltung eines Kostenrahmens von maximal 3 Millionen Franken pro Schulklasse",Postulat,e6995196dcd143e489937c9b153f4f92,2023-09-13T00:00:00.000,Yasmine Bourgeois,FDP,Sabine Koch,FDP,InBearbeitung,,
"Attraktivität und Lebendigkeit der Zürcher Innenstadt, Einschätzung der Entwicklung in den letzten Jahren generell und der kundenorientierten Einkaufsgeschäfte im Perimeter Bahnhofstrasse, Beurteilung der Mietzins-Situation, der Leerstände und einer möglichen Flexibilisierung der Öffnungszeiten sowie Massnahmen für eine Attraktivitätssteigerung der Innenstadt",Interpellation,2f526026287745dc91932a1d934e0daf,2023-09-13T00:00:00.000,Pascal Lamprecht,SP,Përparim Avdili,FDP,InBearbeitung,,
"Durchführung und Finanzierung des Schiffbaufests, Besitzverhältnisse der Schiffbau Immobilien AG, Rolle der Stadt und der Schauspielhaus Zürich AG und Finanzierung des Fests sowie Beurteilung der Konkurrenzierung ehrenamtlich organisierter Quartierveranstaltungen",Schriftliche Anfrage,351fb3450c6a491e80a282a6cb334908,2023-09-27T00:00:00.000,Flurin Capaul,FDP,Yasmine Bourgeois,FDP,InBearbeitung,,
"Preisstruktur der städtischen Kindertagesstätten, Anpassung an die durchschnittlichen Ansätze privater Kindertagesstätten",Postulat,0ee00994db24493e85f6692a345a5263,2023-10-04T00:00:00.000,Mélissa Dufournet,FDP,David Ondraschek,Die Mitte,InBearbeitung,,
Lockerung der Bewilligungspraxis für Gastrobetriebe für das Abspielen von Hintergrundmusik,Postulat,21355d5ae78e4f5cbe4bb875d8190ce0,2023-10-04T00:00:00.000,Severin Meier,SP,Martin Bürki,FDP,InBearbeitung,,
"Starkstrombogen an der Friesenbergstrasse, involvierte Sachverständige bei der Entwicklung des Systems, Ergebnisse der Betriebserprobung und Gründe für die mangelhafte Funktionalität in der Praxis, Einschätzung der Gesamtkosten sowie mögliche Haftungsfolgen",Schriftliche Anfrage,86a18c18845b4ce0a22a69a6bf49a30e,2023-10-25T00:00:00.000,Flurin Capaul,FDP,Jehuda Spielman,FDP,Abgeschlossen,,
"Lesung zum Thema «Wir müssen reden» im Schauspielhaus Zürich, Gründe für die Lesung während des Wahlkampfs mit einem einzigen Kandidaten, Aufwand für den Anlass, Deklaration der Kosten bei der Eidgenössischen Finanzkontrolle und Richtlinien für Veranstaltungen vor den Wahlen",Schriftliche Anfrage,e421551358f542ffbfe3b1895c0fb488,2023-10-25T00:00:00.000,Flurin Capaul,FDP,Yasmine Bourgeois,FDP,Abgeschlossen,,
"Auslastung des Schauspielhauses, Entwicklung der Auslastung der Pfauenbühne, Auswirkungen auf das finanzielle Ergebnis für die laufende Spielzeit, Massnahmen zur Steigerung der Nachfrage, Einbezug der abgetrennten Saalbereiche für die Berechnung und Verlegung der wenig erfolgreichen Produktionen auf kleinere Bühnen",Schriftliche Anfrage,edd0fe87b5ea467fb78990799a91ebe4,2023-10-25T00:00:00.000,Flurin Capaul,FDP,Yasmine Bourgeois,FDP,InBearbeitung,,
"Weisungen zum Wohnungsbau und Baurechtsvergaben, detaillierte und transparente Ausweisung der Landkosten",Postulat,1854b57582a441ebbe568a5fd68ca834,2023-11-01T00:00:00.000,Martin Götzl,SVP,Anthony Goldstein,FDP,InBearbeitung,,
"Kosten für Medizinprodukte, Vergleich der Kosten für das Spital Triemli, Waid und Zürich Europaallee, Gründe für die Preisunterschiede, Massnahmen des Stadtspitals für eine Kostenkontrolle und mögliche Initiativen für mehr Transparenz sowie Optionen für eine bessere Preisgestaltung bei den Medizinprodukten",Schriftliche Anfrage,c68c1fcf724243e488f7a3f573975129,2023-11-08T00:00:00.000,Deborah Wettstein,FDP,Thomas Hofstetter,FDP,InBearbeitung,,
"Möglicher Einsatz von Tasern bei der Stadtpolizei, Verhinderung von Verletzungen sowie von negativen Folgewirkungen für die Mitarbeitenden der Polizei, Risiken eines Tasereinsatzes, mögliche Ausstattung der Mitarbeitenden an der Front mit Tasern nach ähnlichen Kriterien wie bei der Kantonspolizei sowie Anzahl der Schusswaffeneinsätze in den letzten 5 Jahren und deren Folgen",Schriftliche Anfrage,ef565edcdac24d3a98cdef0fdeb1a04f,2023-11-08T00:00:00.000,Claudio Zihlmann,FDP,Thomas Hofstetter,FDP,Abgeschlossen,,
"Städtische Liegenschaftskäufe, Einordnung des Kaufvolumens für die letzten 12 Monate, Vergleich mit weiteren Käuferschaften, Kaufvolumen zur Annäherung an das Drittelsziel, Detailangaben zum Kauf der Liegenschaften an der Forchstrasse und Auswirkungen auf die Mieten sowie Beurteilung des Risikos von Liegenschaftstransaktionen durch kollusives Verhalten zum Nachteil der Stadtkasse",Schriftliche Anfrage,4b8e0c5364d5482cb6004550a10959c5,2023-11-15T00:00:00.000,Përparim Avdili,FDP,Michael Schmid,FDP,InBearbeitung,,
"Schäden durch die Aktion «Brings uf d'Strass», Angaben zu den entstandenen Schäden, den Reparaturen und den Kosten für die Stadt sowie Pläne für eine Durchführung der Aktion im nächsten Jahr",Schriftliche Anfrage,f8e9c7cd80724351bdd4e9d5e81edfb7,2023-11-15T00:00:00.000,Jehuda Spielman,FDP,Flurin Capaul,FDP,InBearbeitung,,
"Absetzung des Stücks «Bullet Zen» am Theater Neumarkt, Beurteilung der Notwendigkeit der Absage, Einordnung der Hintergründe, finanzielle Auswirkungen für das Theater und die involvierten Personen sowie mögliche Folgen für die Subventionen",Schriftliche Anfrage,9101ff7ddf9544e0ab91ceedd2f4850f,2023-11-22T00:00:00.000,Flurin Capaul,FDP,Yasmine Bourgeois,FDP,InBearbeitung,,
"Mögliche Störaktionen durch aktive Personen im Umfeld der Klimabewegung im Rahmen der Durchführung der UCI-Rad- und Para-Cycling-Strassen-Weltmeisterschaften, Einordnung der Gefährdung eines sportlich einwandfreien Wettbewerbs sowie mögliche Massnahmen und Konzepte",Schriftliche Anfrage,c35b41ebcab0415ab74a70f7121be70b,2023-11-29T00:00:00.000,Roger Meier,FDP,Claudio Zihlmann,FDP,InBearbeitung,,
"Besetzung der Stücke am Theater Neumarkt mit Rücksicht auf ein libanesisches Gesetz, Haltung des Stadtrats zur Diskriminierung eines Schauspielers, Einordnung der Vorkommnisse mit Blick auf die Grundsätze des Theaters und Hintergrund zur abgesagten Premiere von «Bullet Zen»",Schriftliche Anfrage,da1d4ba4f12e499ebf6deb2cc1c276f6,2023-12-20T00:00:00.000,Flurin Capaul,FDP,Yasmine Bourgeois,FDP,InBearbeitung,,
